,Sensor Description,Sensor Number,Duration,Plot,Data Collection,Data Available,ID,Station,Elev (feet),Latitude,Longitude,County,River Basin,Sensor,PE Code,Description,Units
12145,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,07/08/2011 to present,MAL,SACRAMENTO RIVER AT MALLARD ISLAND,0,38.042805,-121.92009,CONTRA COSTA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12146,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/23/1995 to present,VON,SACRAMENTO RIVER AT VERONA,43,38.774155,-121.598068,SUTTER,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12147,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,VON,SACRAMENTO RIVER AT VERONA,43,38.774155,-121.598068,SUTTER,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12148,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,VIN,SACRAMENTO RIVER AT VINA BRIDGE-MAIN CH,185,39.908737,-122.092468,TEHAMA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12149,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,VIN,SACRAMENTO RIVER AT VINA BRIDGE-MAIN CH,185,39.908737,-122.092468,TEHAMA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12150,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,05/17/2006 to present,GES,SACRAMENTO RIVER BELOW GEORGIANA SLOUGH,0,38.2389,-121.5234,SACRAMENTO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12151,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,WLK,SACRAMENTO RIVER BELOW WILKINS SLOUGH,30,39.009895,-121.824692,SUTTER,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12152,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,WLK,SACRAMENTO RIVER BELOW WILKINS SLOUGH,30,39.009895,-121.824692,SUTTER,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12153,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,PAS,SALINAS RIVER AT PASO ROBLES,700,35.628582,-120.684334,SAN LUIS OBISPO,SALINAS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12154,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,PAS,SALINAS RIVER AT PASO ROBLES,700,35.628582,-120.684334,SAN LUIS OBISPO,SALINAS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12155,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,BRA,SALINAS RIVER NEAR BRADLEY,443,35.930244,-120.86879,MONTEREY,SALINAS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12156,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,BRA,SALINAS RIVER NEAR BRADLEY,443,35.930244,-120.86879,MONTEREY,SALINAS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12157,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/23/1995 to present,SPR,SALINAS RIVER NEAR SPRECKELS,53,36.631069,-121.672447,MONTEREY,SALINAS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12158,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to 12/01/2004,SPR,SALINAS RIVER NEAR SPRECKELS,53,36.631069,-121.672447,MONTEREY,SALINAS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12159,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,10/01/1994 to present,SSH,SALT SLOUGH AT HWY 165 NR STEVINSON,75,37.2478,-120.8511,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12160,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/05/1995 to present,SSH,SALT SLOUGH AT HWY 165 NR STEVINSON,75,37.2478,-120.8511,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12161,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/01/2010 to present,SMN,SAN JOAQUIN R ABV MERCED R NR NEWMAN,60,37.347214,-120.976181,STANISLAUS,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12162,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-DWR NCRO,01/03/2008 to present,BDT,SAN JOAQUIN R AT BRANDT BRIDGE,0,37.865,-121.3231,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12163,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,05/12/2004 to present,FFB,SAN JOAQUIN R AT FREMONT FORD BRIDGE,65,37.30994,-120.931038,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12164,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,10/01/2016 to present,FFB,SAN JOAQUIN R AT FREMONT FORD BRIDGE,65,37.30994,-120.931038,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12165,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,11/17/2006 to present,MRB,SAN JOAQUIN R AT MAZE RD BRIDGE,39,37.6414,-121.2276,STANISLAUS,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12166,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-DWR NCRO,10/13/2004 to 02/03/2012,SJL,SAN JOAQUIN R BLW OLD R NEAR LATHROP,10,37.81115,-121.324036,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12167,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,07/01/2007 to 12/01/2007,SJL,SAN JOAQUIN R BLW OLD R NEAR LATHROP,10,37.81115,-121.324036,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12168,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-DWR DES,01/20/2005 to 04/07/2009,SJR,SAN JOAQUIN R MCCUNE STATION NR VERNALIS,32,37.67929,-121.26511,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12169,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,07/13/2004 to present,SCL,SAN JOAQUIN R NR CROWS LANDING,60,37.431881,-121.013817,STANISLAUS,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12170,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,08/20/2004 to present,SCL,SAN JOAQUIN R NR CROWS LANDING,60,37.431881,-121.013817,STANISLAUS,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12171,"FLOW, RIVER DISCHARGE, CFS",20,(daily),(FLOW),COMPUTED,12/01/2011 to present,SDP,SAN JOAQUIN R NR DOS PALOS,116,36.994,-120.5015,FRESNO,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12172,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,12/03/2009 to present,SDP,SAN JOAQUIN R NR DOS PALOS,116,36.994,-120.5015,FRESNO,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12173,"FLOW, RIVER DISCHARGE, CFS",20,(daily),(FLOW),COMPUTED,12/01/2011 to present,SWA,SAN JOAQUIN R NR WASHINGTON RD,109,37.11532,-120.587,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12174,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/14/2011 to present,SWA,SAN JOAQUIN R NR WASHINGTON RD,109,37.11532,-120.587,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12175,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/20/1997 to present,GRF,SAN JOAQUIN RIVER AT GRAVELLY FORD,170,36.798,-120.16,FRESNO,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12176,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,06/27/1997 to present,GRF,SAN JOAQUIN RIVER AT GRAVELLY FORD,170,36.798,-120.16,FRESNO,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12177,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,10/08/2003 to present,SJJ,SAN JOAQUIN RIVER AT JERSEY POINT (USGS),10,38.052,-121.689,CONTRA COSTA,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12178,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-DWR DES,12/12/2005 to present,MSD,SAN JOAQUIN RIVER AT MOSSDALE BRIDGE,31,37.786,-121.306,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12179,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),SATELLITE,12/15/2005 to 12/19/2005,MSD,SAN JOAQUIN RIVER AT MOSSDALE BRIDGE,31,37.786,-121.306,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12180,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,MEN,SAN JOAQUIN RIVER NEAR MENDOTA,170,36.810505,-120.378227,FRESNO,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12181,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,MEN,SAN JOAQUIN RIVER NEAR MENDOTA,170,36.810505,-120.378227,FRESNO,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12182,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,NEW,SAN JOAQUIN RIVER NEAR NEWMAN,90,37.350494,-120.97715,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12183,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,NEW,SAN JOAQUIN RIVER NEAR NEWMAN,90,37.350494,-120.97715,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12184,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/20/1997 to present,SJP,SAN JOAQUIN RIVER NEAR PATTERSON,97,37.494,-121.081,STANISLAUS,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12185,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,05/13/1997 to present,SJP,SAN JOAQUIN RIVER NEAR PATTERSON,97,37.494,-121.081,STANISLAUS,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12186,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/20/1997 to present,SJS,SAN JOAQUIN RIVER NEAR STEVINSON,82,37.295,-120.851,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12187,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,05/28/1997 to present,SJS,SAN JOAQUIN RIVER NEAR STEVINSON,82,37.295,-120.851,MERCED,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12188,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,VNS,SAN JOAQUIN RIVER NEAR VERNALIS,35,37.676041,-121.266327,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12189,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,VNS,SAN JOAQUIN RIVER NEAR VERNALIS,35,37.676041,-121.266327,SAN JOAQUIN,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12190,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,07/14/2000 to present,SFJ,SCOTT RIVER NEAR FORT JONES,2623,41.64069,-123.015038,SISKIYOU,KLAMATH R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12191,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,04/30/2015 to present,KBC,SF KINGS R ABV BOYDEN CAVERN,3779,36.80889,-118.77806,FRESNO,KINGS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12192,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,04/30/2015 to present,KRR,SF KINGS R ABV ROARING R,4851,36.786958,-118.616571,FRESNO,KINGS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12193,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,01/26/2009 to present,STO,SF TUOLUMNE R NR OAKLAND REC CAMP,2800,37.8217,-120.0119,TUOLUMNE,TUOLUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12194,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/26/2009 to present,STO,SF TUOLUMNE R NR OAKLAND REC CAMP,2800,37.8217,-120.0119,TUOLUMNE,TUOLUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12195,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/16/1995 to present,LEG,SOUTH FORK EEL RIVER AT LEGGETT,747,39.874596,-123.720581,MENDOCINO,EEL R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12196,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,LEG,SOUTH FORK EEL RIVER AT LEGGETT,747,39.874596,-123.720581,MENDOCINO,EEL R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12197,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),SATELLITE,08/16/1990 to present,STP,STAMPEDE,5956,39.471,-120.103,SIERRA,TRUCKEE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12198,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,OBB,STANISLAUS R AT ORANGE BLOSSOM BRIDGE,117,37.783,-120.75,STANISLAUS,STANISLAUS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12199,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,OBB,STANISLAUS R AT ORANGE BLOSSOM BRIDGE,117,37.783,-120.75,STANISLAUS,STANISLAUS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12200,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/05/1997 to present,RIP,STANISLAUS RIVER AT RIPON,73,37.729652,-121.110497,SAN JOAQUIN,STANISLAUS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12201,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,03/07/1997 to present,RIP,STANISLAUS RIVER AT RIPON,73,37.729652,-121.110497,SAN JOAQUIN,STANISLAUS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12202,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-DWR NCRO,06/15/2015 to present,SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,5,38.191267,-121.637881,SACRAMENTO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12203,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),SATELLITE,06/27/2005 to present,SSD,SUSAN R NR STANDISH,4030,40.381092,-120.435036,LASSEN,SUSAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12204,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,THO,THOMES CREEK AT PASKENTA,720,39.88784,-122.528564,TEHAMA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12205,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,THO,THOMES CREEK AT PASKENTA,720,39.88784,-122.528564,TEHAMA,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12206,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,10/08/2003 to present,TSL,THREEMILE SLOUGH AT SAN JOAQUIN RIVER,10,38.1033,-121.6861,SACRAMENTO,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12207,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),SATELLITE,03/21/2003 to present,DGC,TRINITY RIVER AT DOUGLAS CITY,1600,40.645279,-122.956665,TRINITY,TRINITY R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12208,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,12/21/1998 to present,DGC,TRINITY RIVER AT DOUGLAS CITY,1600,40.645279,-122.956665,TRINITY,TRINITY R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12209,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/07/1995 to present,HPA,TRINITY RIVER AT HOOPA,330,41.04985,-123.673668,HUMBOLDT,TRINITY R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12210,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,01/01/1984 to present,HPA,TRINITY RIVER AT HOOPA,330,41.04985,-123.673668,HUMBOLDT,TRINITY R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12211,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,04/01/1997 to present,TTC,TRUCKEE RIVER AT TAHOE CITY,5930,39.166294,-120.144356,PLACER,TRUCKEE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12212,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,11/07/2013 to present,TUM,TUOLUMNE MEADOWS,8600,37.873,-119.35,TUOLUMNE,TUOLUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12213,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,01/04/2008 to present,TGC,TUOLUMNE R AT THE GRAND CYN OF TUOLUMNE,3830,37.916588,-119.659897,TUOLUMNE,TUOLUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12214,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/05/1997 to present,LGN,TUOLUMNE R BLW LA GRANGE DAM NR LA GRANG,170,37.666321,-120.442139,STANISLAUS,TUOLUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12215,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,03/19/1997 to present,LGN,TUOLUMNE R BLW LA GRANGE DAM NR LA GRANG,170,37.666321,-120.442139,STANISLAUS,TUOLUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12216,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,02/24/1995 to present,MOD,TUOLUMNE RIVER AT MODESTO,90,37.626877,-120.987991,STANISLAUS,TUOLUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12217,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,01/01/1984 to present,MOD,TUOLUMNE RIVER AT MODESTO,90,37.626877,-120.987991,STANISLAUS,TUOLUMNE R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12218,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-USGS,05/17/2006 to present,VCU,VICTORIA CANAL NEAR BYRON,0,37.8717,-121.5283,SAN JOAQUIN,DELTA,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12219,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),SATELLITE,06/27/2005 to present,WCD,WILLOW CREEK NEAR STANDISH,4030,40.381168,-120.434998,LASSEN,SUSAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12220,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/05/1997 to present,MRY,YUBA RIVER NEAR MARYSVILLE,88,39.175724,-121.524963,YUBA,YUBA R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12221,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,07/10/1987 to 12/01/2003,MRY,YUBA RIVER NEAR MARYSVILLE,88,39.175724,-121.524963,YUBA,YUBA R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12222,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,07/29/1996 to present,YRS,YUBA RIVER NEAR SMARTVILLE,280,39.235172,-121.274124,YUBA,YUBA R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12223,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),FROM 15-MINUTE DATA,08/08/1996 to present,YRS,YUBA RIVER NEAR SMARTVILLE,280,39.235172,-121.274124,YUBA,YUBA R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12224,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,05/29/1997 to present,ALN,ALAMEDA CK NR NILES,86,37.587158,-121.960793,ALAMEDA,ALAMEDA CR,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12225,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-SMUD,09/10/1997 to present,CBR,AMERICAN RIVER AT CHILI BAR,931,38.772,-120.816,EL DORADO,AMERICAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12226,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),DATA XCHG-SMUD,11/06/1997 to present,CBR,AMERICAN RIVER AT CHILI BAR,931,38.772,-120.816,EL DORADO,AMERICAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12227,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,11/02/1998 to present,AFO,AMERICAN RIVER AT FAIR OAKS,72,38.63546,-121.22773,SACRAMENTO,AMERICAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12228,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),DATA XCHG-EID,10/23/2012 to present,AMK,AMERICAN SF NR KYBURZ,3840,38.764,-120.325,EL DORADO,AMERICAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12229,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),SATELLITE,08/30/2002 to present,ACK,ARCADE CK NR DEL PASO HTS,50,38.6416,-121.3825,SACRAMENTO,AMERICAN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12230,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,10/27/2008 to present,ASS,ARROYO SECO NR SOLEDAD,399,36.280521,-121.322708,MONTEREY,SALINAS R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12231,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,05/29/1997 to present,AVL,ARROYO VALLE NR LIVERMORE,510,37.623264,-121.758842,ALAMEDA,EAST BAY,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12232,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,07/21/1997 to 07/31/2008,AVL,ARROYO VALLE NR LIVERMORE,510,37.623264,-121.758842,ALAMEDA,EAST BAY,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12233,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,07/26/2000 to present,BRK,BEAR CK AB HOLSTEN CYN NR RUMSEY,920,38.957554,-122.342751,COLUSA,CACHE CR,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12234,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/22/2016 to present,BSD,BEAR CK BLW EASTSIDE CANAL,95,37.2547,-120.7194,MADERA,SAN JOAQUIN R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12235,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,01/27/2006 to present,BPG,BEAR RIVER AT PLEASANT GROVE RD,75,38.984097,-121.487976,SUTTER,BEAR R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12236,"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),COMPUTED,03/20/1997 to present,BIC,BIG CHICO CREEK NEAR CHICO,274,39.768417,-121.778603,BUTTE,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
12237,"FLOW, RIVER DISCHARGE, CFS",20,(hourly),(FLOW),COMPUTED,07/21/1997 to present,BIC,BIG CHICO CREEK NEAR CHICO,274,39.768417,-121.778603,BUTTE,SACRAMENTO R,FLOW,QRHZZZZ,"FLOW, RIVER DISCHARGE",CFS
